bloque,R2_solo,R2_unico,R2_compartido,pct_unico
uso_suelo,0.9060550673580274,0.1566639218457444,0.749391145512283,16.67210807333039
urbanizacion,0.6642377788980589,0.022476243291362108,0.6417615356066968,2.3919122719589647
industria,0.28667586784995963,0.005007825866760629,0.281668041983199,0.5329307033770045
geografia,0.12012370409663578,0.0010188647875238876,0.11910483930911189,0.1084271582734572
