termino,beta_z_NUTS3,beta_z_NUTS2,cambio_signo
log_dens_pob,0.8825865042034491,1.070718242391854,FALSE
log_nox,-0.0473466768216249,-0.47939242758834655,FALSE
log_area,0.15050136584319132,0.43830053667005164,FALSE
