termino,beta_NUTS2,q025,mediana,q975,pct_significativo,fuera_del_rango
log_dens_pob,0.9510290425598962,0.29034269127898743,0.3972156639068687,0.6325568083066994,100,TRUE
log_nox,-0.5624582764527214,-0.14610719134713313,-0.05321933016715925,0.0030302949959141335,2.5,TRUE
log_area,0.3786364370466191,-0.07099201234129923,0.09746496751299324,0.2272088148507345,10.5,TRUE
