termino,completo,sin_influyentes,p_completo,p_sin
(Intercept),0.6172840487616986,3.399558908777157,0.607659107340669,1.0587587862902671e-5
log_dens_pob,0.5748775116212187,0.2876391644158712,2.090845587829489e-9,9.272762052336471e-8
log_nox,-0.019460396315723733,0.007718709221115504,0.631626324853539,0.7469966634572095
log_area,0.1517876716654764,-0.055107582478524764,0.18439126176148057,0.39563922445068145
