termino,estimado,ee,z,p,factor_unidad,iqr,factor_iqr
(Intercept),-19.544966983899066,0.4285948351390925,-45.60243237078699,0,3.248842740380881e-9,NA,NA
suelo_industrial,20.366914785217297,1.6107896766093095,12.644055944094065,1.2066517092388646e-36,700226761.2678543,0.067343325911488075,3.941556831615526
suelo_artificial,1.4509570073063256,0.6285445292725118,2.3084394815840463,0.020974705185242377,4.267196299744838,0.1929707355197519,1.323119546090582
transporte,-16.52332839060553,2.5959340935182382,-6.365080081140143,1.9518787099632816e-10,6.6682159697373e-8,0.017579933656373677,0.7479052225255499
tierra,-2.2184900788671653,0.43955124476519847,-5.047170506938841,4.484011523754652e-7,0.10877322388280819,0.11687974028587345,0.7715941773013513
dens_pob,-1.3595933367886906e-6,3.2110588802852e-4,-0.0042340965627759965,0.9966216898177663,0.9999986404075875,115.09999465942383,0.9998435230579906
