fid,levl_code,cntr_code,name_latn,mount_type,urbn_type,coast_type,shape_leng,cntr_name,shape_Length,shape_Area,NUTS_ID,NUTS_NAME,dens_2015,dens_2019,dens_2021,dens_2022,dens_2023,dens_cambio_pct,n_pixeles,frac_urbano_denso,frac_urbano_disperso,frac_industrial,frac_transporte,frac_otro_artificial,frac_agricola,frac_natural,frac_artificial,area_industrial_km2,area_artificial_km2,n_instalaciones,nox_total_t,n_estaciones,no2_estaciones,no2_fondo,area_km2,dens_instal,nox_por_km2,log_dens_pob,poblacion,n_celdas,no2_areal,no2_poblacion,no2_p90,no2_max,sup_sobre_20,sup_sobre_40,pob_sobre_20,pob_sobre_10,prob_media_20,brecha_exposicion
615,3,ES,Soria,4,3,3,634506.725156,Spain,849101.9711230414,18458104545.381905,ES417,Soria,8.9,8.7,8.7,8.6,8.7,-2.2471910112359716,1030621,5.4918345347125e-4,0.00127301888861181,9.6737792069053e-4,4.3760024296031e-4,7.5779554268737e-4,0.4096714505138164,0.5863435734377623,0.00398497604842129,9.97,41.07,1,246,2,11.152892485416075,3.1109690365533,10306.576548642477,0.09702542791783896,0.023868255267788383,2.163323025660538,89667.21597318954,2578,3.6631132521288676,3.793112590062369,3.753314039705792,8.148762572059512,0,0,0,0,7.363512311012491e-5,0.12999933793350138
617,3,ES,Zaragoza,2,1,3,1119634.1917700002,Spain,1499860.3349596933,30933304506.68178,ES243,Zaragoza,56.4,56.8,57,56.9,57.4,1.773049645390068,1727238,0.00236504754990337,0.00525926363361621,0.00586774955159624,0.00171777137835087,0.0034899649035049,0.5815035333868291,0.3997966695961993,0.0186997970169716,101.35,322.99,11,2559.0166666666664,10,16.137420170707937,12.086993535478356,17271.735942825308,0.6368786575022535,0.1481620999265962,4.050044303325521,991397.6431181727,4310,4.015577099031486,5.010920542646478,4.203622105504846,18.032331924818273,0,0,0,0.07661118666743492,0.01179703137614396,0.9953434436149919
625,3,ES,A Coruña,2,2,1,848414.525513,Spain,1164270.6096213614,14929526183.025124,ES111,A Coruña,142.8,142.3,142.3,142.1,142.7,-0.07002801120449265,794890,0.00411629282039024,0.01881140786775528,0.00567499905647322,0.00137125891632804,0.00407729371359559,0.34007598535646444,0.6258727622689932,0.03405125237454239,45.11,270.67,17,12210.15,23,7.551282956891214,5.757712415700621,7948.9201864595025,2.138655264014156,1.536076563053085,4.960744524482791,1134310.910607771,1984,3.977097072945257,4.623927798398479,4.338280558923199,12.949816439065645,0,0,0,0.0411582707625036,0.0016180145861154247,0.646830725453222
643,3,ES,Lugo,2,3,1,611256.46045,Spain,836866.0749415394,18444359454.39856,ES112,Lugo,34.4,33.5,33.3,33,33.1,-3.779069767441856,985632,0.00114647251712606,0.00425209408785429,0.00144780201941495,0.00111603519366254,0.00173492743742086,0.3340516541670725,0.6562510145774488,0.00969733125547871,14.27,95.58,5,1140.1166666666668,6,3.9709063398682227,2.2122079434535946,9856.374547292284,0.5072859169473817,0.11567302573539848,3.4995332823830174,326245.9975153746,2470,3.856489432054368,4.163935359994387,4.019027125908092,12.94377510014281,0,0,0,0.013727099667994845,0.00140146629923584,0.30744592794001857
671,3,ES,Ciudad Real,4,2,3,898886.869709,Spain,1156742.4350673533,32787615358.839664,ES422,Ciudad Real,25.9,25,25,24.9,24.9,-3.861003861003864,1981428,0.00260317306508235,0.00336424033575784,0.00289084438092123,5.7736137775382e-4,0.00240483126310923,0.5912029102243432,0.3969566393530322,0.01184045042262449,57.28,234.61,6,2398.1,5,11.127924504633224,10.835533391655014,19814.776374747333,0.3028043257478604,0.12102584226265733,3.214867803470662,493387.9317312086,4946,3.913920935379087,4.567340534753375,4.177835703209211,15.578787387093087,0,0,0,0.0176843246846042,0.0016722587729790872,0.6534195993742875
692,3,ES,Murcia,2,1,1,621246.687715,Spain,789151.6942924401,18253070479.854156,ES620,Murcia,129.7,132.4,133.5,136.3,138,6.3993831919815,1131483,0.00908807290962391,0.00926571587907198,0.00989674612875315,0.00123201143985371,0.0078587128573739,0.5562142780757643,0.40644446270955903,0.03734125921467667,111.98,422.51,9,3533.35,8,15.397712700144798,11.496722274232752,11314.7226415341,0.7954238283281277,0.3122789759803545,4.927253685157205,1561431.7245317057,2825,4.287048394742686,6.152698214111786,4.954722018258967,19.639564869751073,0,0,0,0.09772480452668811,0.012364395111860492,1.8656498193691
701,3,ES,Madrid,4,1,3,688767.607292,Spain,906149.2663111435,13899917786.106367,ES300,Madrid,803.9,839.7,846.9,853.9,870.6,8.297051872123395,802956,0.01172791535277151,0.07142732603031797,0.02776490866249209,0.01467826381520282,0.02435998983755025,0.36761416565789407,0.4824274306437713,0.14995840369833466,222.94,1204.1,7,1760.2333333333333,48,22.358705982067196,19.76340526219311,8029.524083576644,0.871782676923231,0.2192201324775479,6.769182629118197,6990503.667161827,2011,7.524252667822969,15.012200069007015,14.826704749287192,47.04045066138072,0.062158130283441075,0.001989060169070114,0.3725921698397394,0.5194444193011787,0.33612769181616714,7.487947401184046
714,3,ES,Sevilla,4,1,3,815079.064373,Spain,1027766.7991238864,22301193298.081078,ES618,Sevilla,139.7,140.8,141.2,140.8,141.5,1.2884753042233354,1403535,0.0090143815437449,0.01034316921202535,0.00805466197850427,0.00225929527941946,0.00630194473240781,0.7509018300220515,0.21312471723184673,0.03597345274610181,113.05,504.9,3,1720.3999999999999,11,14.908054816059307,13.502398411386832,14035.323759537601,0.21374640524137337,0.1225764385257529,4.952299717083292,1985998.3119745706,3503,4.306307174238306,6.111392136024879,4.706326626433787,19.095016311804656,0,0,0,0.10424437115776086,0.013513210375268273,1.805084961786573
728,3,ES,Ávila,3,3,3,581939.443169,Spain,766998.7476255336,13968203026.32286,ES411,Ávila,20.6,19.8,19.8,19.9,19.9,-3.398058252427194,805096,8.1853592615042e-4,0.00898029551755318,0.00118867812037322,3.8504724902371e-4,8.6449317845325e-4,0.3530100758170454,0.6347528741914008,0.0122370499915538,9.57,98.52,0,0,1,5.279355417656333,5.279355417656333,8050.8547609573225,0,0,2.990719731730447,160212.0097430507,2016,3.735419960732559,3.9792788578045113,3.920766949539427,9.678890696129972,0,0,0,0,7.194766162878443e-5,0.24385889707195219
735,3,ES,Jaén,3,2,3,605165.666855,Spain,768885.3865379471,21780422054.713833,ES616,Jaén,48.6,47.2,46.9,46.6,46.4,-4.526748971193417,1349582,0.0048755836992491,0.00255931095702224,0.00319135850952368,8.9361002147331e-4,0.00137746354056293,0.5750632418037585,0.4120394314684102,0.01289732672783128,43.07,174.06,5,2433.7666666666664,4,13.362969180169413,12.963874061592607,13496.224393622719,0.370473982513407,0.18032944590167588,3.8372994592322094,626224.8118640941,3376,3.9688612863087522,4.840762206694262,4.381069411838067,13.153810402966858,0,0,0,0.053657916834023725,0.002142181537309087,0.8719009203855101
736,3,ES,Málaga,2,1,1,544680.3794389999,Spain,680777.7621302668,11431747518.493807,ES617,Málaga,225.5,230.2,232.7,238.7,242.8,7.671840354767179,731304,0.01243532101561047,0.02219596775075755,0.00533157209587257,0.00339667224574185,0.01146581995996193,0.49853139050244494,0.4466432564296106,0.05482535306794438,38.99,400.94,4,1311.2,7,17.572573958238006,14.348083767386242,7312.967771714041,0.546973557776594,0.1792979322391675,5.492238059185343,1775588.5749721692,1827,4.564296684117377,7.816108985339936,5.198241160436261,25.548923501085373,0.0038314176245210726,0,0.050789583246227024,0.2443595778032807,0.05765462964664918,3.251812301222559
745,3,ES,Navarra,3,2,3,728532.693268,Spain,990969.7028138319,19231907748.890656,ES220,Navarra,61.6,63.1,63.5,64.6,65.3,6.006493506493493,1039172,0.00171578910902141,0.0078697270519221,0.00612603110938324,0.00149542135469392,0.00220656445708698,0.42203215637064895,0.5585543105472434,0.01941353308210768,63.66,201.74,12,4179.95,10,11.662088019479537,11.699538039936295,10391.734498763657,1.1547639137073493,0.40223795175841953,4.178992036282385,678580.2627692667,2595,4.237255558957636,4.842588931067517,4.7812471089059585,18.65414157627196,0,0,0,0.053249840260453755,0.005459947065129926,0.6053333721098815
749,3,ES,Segovia,4,3,3,485865.773462,Spain,646293.2594800997,12231702303.554825,ES416,Segovia,22.7,22.3,22.3,22.3,22.5,-0.8810572687224627,692461,7.8415968552741e-4,0.01009731956023516,0.0015062220110591,5.7476161112322e-4,0.00224128145845036,0.52817270575527,0.4566235499183347,0.01520374432639527,10.43,105.28,1,208.75,1,12.209840765639912,NA,6924.420703828644,0.14441641297835658,0.030146926209231935,3.1135153092103742,155799.4658361445,1727,3.8841917263574532,3.9873269582752786,4.058317193197938,9.517346802238672,0,0,0,0,1.3398732372308625e-4,0.10313523191782537
752,3,ES,Cuenca,4,3,3,723781.581106,Spain,944120.8955259387,29158188546.43659,ES423,Cuenca,12.1,11.7,11.7,11.6,11.7,-3.3057851239669422,1714155,0.00131668373046778,0.0031426562942091,0.0013289346646015,0.00062888128553135005,5.3029043464564e-4,0.5130907064997039,0.47996184709084067,0.00694744640945538,22.78,119.09,3,2129.8333333333335,1,18.780174360682786,18.780174360682786,17141.22215477032,0.17501669209538331,0.12425212823816131,2.4595888418037104,200552.29921081272,4276,3.8495961179628337,4.02876234528991,4.082543799284814,15.977141997668673,0,0,0,0.008662766196643886,2.448318027896142e-4,0.1791662273270762
754,3,ES,Bizkaia,3,1,1,353825.89031000005,Spain,485407.3302834847,4171236575.0377297,ES213,Bizkaia,514.6,517,517.6,522,524.4,1.90439176059074,221280,0.01312364425162689,0.02384309472161967,0.03125903832248734,0.00814804772234273,0.00724873463485177,0.21215202458423715,0.7042254157628344,0.08362255965292842,69.17,185.04,13,4497.15,21,14.86959347893635,12.008452267992324,2212.869190577504,5.874725923861465,2.032271052961045,6.262254751889545,1160428.603538843,559,5.740029179068828,11.801367137942641,7.935357109913687,27.7099033646745,0.014311270125223614,0,0.22741015170006948,0.4314938577647949,0.2071748366500721,6.061337958873813
