modelo,RMSE,MAE,R2,AIC_lm,mejora_RMSE,delta_AIC
Sin presión industrial,3.656854296135583,2.7227731481165893,0.7760936620196914,222.71856586917258,0,12.003565409837051
presion_5km,3.687865694699632,2.7126924127692313,0.7722799519817528,213.49153726495402,-0.8480348423184477,2.776536805618491
presion_10km,3.642040657551646,2.674642655296182,0.7779040428061981,210.71500045933553,0.4050923931968382,0
presion_15km,3.653752609870382,2.6821270523322274,0.7764733286021834,212.17768886461275,0.08481842627634546,1.4626884052772198
presion_25km,3.669002350908348,2.706721264715388,0.7746035592179874,216.51520128681352,-0.33219958436961494,5.800200827477994
presion_40km,3.666012486829421,2.7094941017793674,0.7749707599311249,217.83598459614547,-0.2504390372762688,7.120984136809938
presion_60km,3.672278837398522,2.718965011884678,0.7742008131452013,220.37016202115421,-0.42179808146140335,9.655161561818687
presion_100km,3.674066311415892,2.730843139044306,0.7739809450873955,223.6519715512292,-0.4706781809299257,12.936971091893668
