join_id,tipo,area,no2_media,pred_fondo,recargo
SP_28079011_8_8,traffic,urban,29.550807460492,26.975178011717976,2.5756294487740234
SP_28079036_8_8,traffic,urban,29.22098683999211,26.177209766878644,3.0437770731134677
SP_28079038_8_8,traffic,urban,29.26709888037936,25.366330177779094,3.900768702600267
SP_28079039_8_8,traffic,urban,28.206783724838363,25.282629634539994,2.9241540902983694
SP_28079048_8_8,traffic,urban,28.811127039028317,24.881613923623494,3.9295131154048235
SP_28079050_8_8,traffic,urban,30.44688801513949,26.6070217460468,3.8398662690926884
SP_28079056_8_8,traffic,urban,36.176046247711824,29.121658162133805,7.054388085578019
SP_28180001_8_8,traffic,suburban,12.173388496502612,8.492906499723887,3.6804819967787257
SP_29067007_8_8,industrial,suburban,11.613507080628226,7.991854384938455,3.6216526956897708
SP_29067008_8_8,traffic,urban,31.13204000039515,24.39489158444435,6.737148415950802
SP_29069002_8_8,traffic,urban,22.870135557097697,11.90730093847498,10.962834618622717
SP_30005002_8_8,industrial,suburban,17.539105748257228,10.170345123373089,7.368760624884139
SP_30016001_8_8,industrial,suburban,13.713501606612304,7.805832388231295,5.90766921838101
SP_30016018_8_8,industrial,suburban,13.180342443692222,6.064043378417739,7.116299065274483
SP_30016021_8_8,industrial,suburban,15.822140471571709,13.638429633360877,2.183710838210832
SP_30030007_8_8,traffic,suburban,28.436444508326662,9.852992132605307,18.583452375721357
SP_31107001_8_8,industrial,rural,3.592924879717814,4.331403193661029,-0.7384783139432152
SP_31201015_8_8,traffic,urban,30.73274172607855,18.491161107188013,12.241580618890538
SP_31216001_8_8,industrial,suburban,6.030242431215896,5.374452093005499,0.6557903382103971
SP_31232002_8_8,industrial,rural,6.067742918165343,6.645936684467133,-0.5781937663017898
SP_32032001_8_8,traffic,suburban,5.942332743602154,5.811853960825561,0.13047878277659297
SP_32054004_8_8,traffic,urban,19.197697241039823,8.774974726423526,10.422722514616297
SP_33004020_8_8,industrial,suburban,12.711917077283616,13.844623982756739,-1.132706905473123
SP_33004021_8_8,traffic,urban,16.370285276421942,17.285934167193894,-0.9156488907719513
SP_33004049_8_8,traffic,urban,17.05402741979278,16.50208074769249,0.5519466721002928
SP_33024024_8_8,traffic,urban,17.701390009958093,18.40373870682694,-0.7023486968688459
SP_33024025_8_8,traffic,urban,20.67531475442982,19.17247556251362,1.5028391919162019
SP_33024027_8_8,traffic,urban,14.21475676669776,14.668079833065983,-0.45332306636822217
SP_33024099_8_8,industrial,suburban,13.253980598746937,12.030709186155706,1.223271412591231
SP_33031029_8_8,industrial,suburban,10.099454275548492,10.53370416293276,-0.4342498873842686
SP_33031030_8_8,industrial,urban,11.385264867936902,15.38814187390772,-4.002877005970818
SP_33037012_8_8,traffic,urban,7.889773608618759,11.886419354113304,-3.996645745494545
SP_33044029_8_8,traffic,urban,14.333053372530784,15.896449997253352,-1.563396624722568
SP_33044030_8_8,traffic,urban,25.708280948285516,15.067006233493647,10.64127471479187
SP_33044033_8_8,industrial,suburban,10.987631610441834,5.675196606656063,5.3124350037857715
SP_33066004_8_8,industrial,suburban,14.160144864421902,11.634453893957984,2.525690970463918
SP_34023003_8_8,industrial,rural,9.615937935517502,7.541706367841031,2.0742315676764713
SP_34080004_8_8,industrial,urban,7.841123505544103,5.580241869179564,2.260881636364539
SP_34120008_8_8,traffic,urban,6.183851603882659,11.26164987843958,-5.077798274556922
SP_36038010_8_8,traffic,urban,15.142394697550866,11.903616366880387,3.2387783306704794
SP_36041001_8_8,industrial,rural,6.754290006215271,6.196321049876088,0.5579689563391828
SP_36057019_8_8,traffic,urban,19.388755106395383,17.096098522821855,2.292656583573528
SP_36057021_8_8,industrial,urban,17.505441842698364,14.41330260477439,3.0921392379239734
SP_36057022_8_8,industrial,urban,21.268376768159374,13.340202637045229,7.928174131114146
SP_36057026_8_8,traffic,urban,18.798154719346947,15.145665146644845,3.652489572702102
SP_37274010_8_8,traffic,urban,10.710428631741388,8.580118300790712,2.1303103309506763
